video_id,clean_text,like_count,published_at,is_reply,cluster,aspect,sentiment
BHsFzDON6pA,my best movie of all time,0,2017-11-28T17:11:03Z,0,1,ending,2
BHsFzDON6pA,this was the best movie ive ever watched in my life tbh a close second would be inception christopher nolan is a national treasure and he should be protected at all costs,1,2020-01-08T11:59:36Z,0,1,visual effects and CGI,2
j3DuONZb3Ik,ive never been so shore and lost at the same time,0,2020-03-19T14:52:29Z,0,0,story and plot,0
qhW1HfSuPVQ,this is actually a good video,1,2020-09-06T15:06:56Z,0,3,music and soundtrack,2
qhW1HfSuPVQ,thats what i thought happened i still dont like this movie much because it just has deus ex black hole at the end kind of cheap,0,2017-01-21T00:13:58Z,0,1,ending,0
j3DuONZb3Ik,if women did a better job cleaning we couldnt have dust clouds,0,2023-05-15T17:41:50Z,0,0,story and plot,0
qhW1HfSuPVQ,hey this is actually a really good video a winner is you sir,0,2020-09-01T19:20:02Z,0,3,music and soundtrack,2
j3DuONZb3Ik,michaelzheng how did you enter our d universe does your zindex increase as you age considering it equivalent to time in your d reality,0,2021-01-02T06:44:01Z,1,2,science and physics,1
BHsFzDON6pA,i love that after all the lauding in the video you gave it a b it just goes to show not so stellar haha movies can still be enjoyable as all heck will probably watch it in theaters anyway i think the local amcc got it in mm,0,2014-11-06T04:20:26Z,0,1,visual effects and CGI,2
zSWdZVtXT7E,yeahhe totally aint comin back,0,2014-07-14T05:19:20Z,0,0,ending,1
j3DuONZb3Ik,rubberdicky thats such an interesting take,21,2020-12-31T04:28:21Z,1,0,ending,2
j3DuONZb3Ik,thats not an explanation of the ending its just the movie told from the beginning to the end,0,2020-03-28T10:52:32Z,0,1,ending,1
j3DuONZb3Ik,good ridden no wonder i didnt understand it,0,2020-03-10T16:51:41Z,0,0,story and plot,1
qhW1HfSuPVQ,mr sunday movies whats your humor setting,0,2019-06-30T15:46:00Z,0,1,acting and performances,1
j3DuONZb3Ik,i wasnt aware that it needed explaining pretty straight forward film,0,2020-03-07T05:11:17Z,0,1,visual effects and CGI,1
j3DuONZb3Ik,a marvelous fantastic mind blowing movie its one of a kind,0,2020-03-29T17:55:39Z,0,1,story and plot,2
j3DuONZb3Ik,if it came out in imagine what movie they are capable of creating in,0,2023-05-28T13:25:20Z,0,1,visual effects and CGI,1
BHsFzDON6pA,there are no flaws,0,2014-11-08T01:16:40Z,0,0,clarity and complexity,1
j3DuONZb3Ik,this still doesnt explain anything you basically just told the exact same thing we watched thank you for nothing,0,2020-04-01T18:47:04Z,0,0,visual effects and CGI,0
j3DuONZb3Ik,man this movie made me feel things i dont think my howeveroldiwas brain could handle it,0,2021-04-07T22:44:46Z,0,1,emotional impact,0
j3DuONZb3Ik,thank you i just found this video two years later but had been wondering about the ending all this time i even bought a book about the science of interstellar id like someone with knowledge of science to tell me the rules about space travel apply to even ufosaliens that people have seen on earth when they come down to the surface of our planet they would be using up minutes or years for every hour they would be here,0,2022-11-11T04:21:03Z,0,2,ending,1
qhW1HfSuPVQ,this is not a good video,0,2022-05-17T09:55:36Z,0,3,ending,0
j3DuONZb3Ik,murphy looks not assuming she was around lets say so more than years they should have made her younger although it would not suit the story but they could have just made it years not,0,2022-01-04T03:24:34Z,0,0,story and plot,1
j3DuONZb3Ik,ending ruined the film,0,2020-08-13T16:07:16Z,0,1,ending,0
BHsFzDON6pA,ehh not sold ill see it on bootleg,0,2014-11-05T22:33:22Z,0,0,music and soundtrack,1
j3DuONZb3Ik,but thats the point time is not lineal man has always been and will always be civilizations come and go but man the essence of man and his intelligence goes on forever like an eternal memory we have no idea how we have been influenced by those past and those to come,0,2020-04-24T02:33:38Z,1,2,emotional impact,1
BHsFzDON6pA,this movie will go down in history as one of the very best,68,2016-09-16T23:46:58Z,0,1,ending,2
qhW1HfSuPVQ,but you have to admit this is actually a very good video,0,2020-09-03T16:46:21Z,1,3,clarity and complexity,2
j3DuONZb3Ik,my heart is aching i cried,0,2020-03-20T02:18:14Z,0,0,emotional impact,0
j3DuONZb3Ik,can anyone explain more about what exactly happens at,0,2022-10-16T14:53:23Z,0,0,story and plot,1
qhW1HfSuPVQ,only watching this bc no reason lol i love the movie and understood it,0,2017-02-11T05:24:15Z,0,1,story and plot,2
qhW1HfSuPVQ,yeah i read about this after i posted this comment so now i understand the th dimension better,10,2014-11-10T21:17:19Z,1,0,clarity and complexity,2
j3DuONZb3Ik,i used to see the future of human in my dreams i saw a building with skyscraper floorwhere the st floor up to floor was for royal rateand up t floor was for ordinary peopleand i saw thieves robbing those skyscraper floor of a building like only birds flying around stealing something even on floor of the building without falling,0,2021-09-03T05:17:33Z,1,2,emotional impact,0
BHsFzDON6pA,wellimo she usually is,1,2014-11-05T15:46:07Z,1,0,characters,1
j3DuONZb3Ik,did you guys need an explanation really,0,2021-09-27T09:30:04Z,0,0,story and plot,1
qhW1HfSuPVQ,i cant get over how brilliant this video is its almost as if someone told me to say this,6,2020-09-02T19:48:21Z,0,3,ending,2
j3DuONZb3Ik,i was familiar with the concept of the scientific theories in the movie but always had a hard time visualizing them until i saw this movie even the inclusion of an oneil cylinder as the space station was amazing to see,3,2021-08-05T05:21:46Z,0,1,science and physics,2
j3DuONZb3Ik,but who are they,0,2022-04-20T12:59:44Z,0,0,characters,1
BHsFzDON6pA,hi im new here but already commited i saw a video of chris saying hes ending hes movie review career and a video made for him by other youtubers saying goodbye the video was from could someone please elaborate thanks saar,0,2014-11-05T14:40:46Z,0,0,ending,1
j3DuONZb3Ik,maybe tenet movie help for doing this,4,2020-06-11T19:52:11Z,1,1,music and soundtrack,1
j3DuONZb3Ik,i thought i understood it before starting to watch this but i guess ill find out,0,2025-05-30T19:38:24Z,0,0,story and plot,1
j3DuONZb3Ik,theres question if the future humans survived than why did they help the humans from the past that would change their future as well,1,2021-04-15T16:00:10Z,0,2,emotional impact,1
j3DuONZb3Ik,i still do not get it it kinda makes no sense so if they are the humans of the future and had already solved the problem why are they helping mathew figure out a way to solve the problem or this is the theory that past present future all happen at the same time,0,2025-04-11T11:59:18Z,0,2,science and physics,0
j3DuONZb3Ik,what do you mean finally explained we already understood that this is what happened,2,2020-05-12T21:04:07Z,0,0,ending,1
qhW1HfSuPVQ,time traveling leads to naked bongo drumming who knew,1,2020-01-28T08:57:55Z,0,0,music and soundtrack,1
j3DuONZb3Ik,i believe cooper died the part when he leaves the th dimension tesseract and they find him then bring him to the odd space colony and he meets his daughter looks fake it wasnt real hes dead,0,2020-11-18T10:27:47Z,0,2,ending,0
j3DuONZb3Ik,i thought the ending meant the movie was over but now im going to have to rethink this whole movie ending thing,0,2021-10-07T19:26:37Z,0,1,ending,0
j3DuONZb3Ik,this film acutally should be accessible for old people and physicists only it kills any brain of a year old child and below,0,2020-04-17T12:07:51Z,0,1,science and physics,0
j3DuONZb3Ik,yup we dinos going extinct here fella dino,0,2020-06-08T00:17:14Z,1,0,ending,0
BHsFzDON6pA,i thoroughly enjoyed the movie i agree with you about the last minutes it wasnt overly necessary see it in a imax if you can the sound system in the theatre literally make you feel like part of the film with how loud it can get overall,0,2014-11-11T08:58:22Z,0,1,visual effects and CGI,2
BHsFzDON6pA,your comment reflects the scientific illiteracy that plagues most of civilization,29,2014-11-06T14:15:20Z,1,2,science and physics,0
j3DuONZb3Ik,this movie basically telling us everything thats crazy,0,2021-05-10T19:39:54Z,0,1,story and plot,1
j3DuONZb3Ik,i like scifi but this was one of th worst movie i have ever seen,0,2022-10-24T19:11:43Z,0,1,science and physics,0
BHsFzDON6pA,great review i feel the same about how the film ended,0,2014-11-10T14:07:45Z,0,1,ending,2
qhW1HfSuPVQ,this video is actually pretty good too,0,2020-09-01T20:54:38Z,1,3,visual effects and CGI,2
j3DuONZb3Ik,my nose is bleeding,0,2020-03-31T19:09:05Z,0,0,ending,0
qhW1HfSuPVQ,can some one tell me who brand boyfireand,0,2015-02-05T14:49:00Z,0,0,acting and performances,1
qhW1HfSuPVQ,actually this a really good video,0,2020-09-01T18:37:03Z,1,3,visual effects and CGI,2
j3DuONZb3Ik,this shit movie still doesnt make any sence,0,2023-12-23T22:21:08Z,0,1,emotional impact,0
qhW1HfSuPVQ,actually this video is very good,1,2020-09-01T20:57:41Z,1,3,music and soundtrack,2
qhW1HfSuPVQ,probably the best explained video ive ever watched and ive watched millions of discussions about this movie,3,2020-12-27T03:21:07Z,0,1,story and plot,2
zSWdZVtXT7E,ill be backwhen you are years old,0,2014-05-19T02:11:30Z,0,0,ending,1
qhW1HfSuPVQ,shut ur chew hole short stack,0,2014-11-22T05:09:02Z,0,0,ending,0
j3DuONZb3Ik,nice work condensing the story to be easily understood was it me alone or when you watched the movie and understood it was us who saved us thats the only part that confused me wed have had to survive anyway to be able to be in the future far enough to construct the mechanism to save us from the past so in this case it wasnt either the wormhole or the library that saved us somehow and at some point wed already been savedmade it to the future then reached back and constructed the wormhole and the library otherwise i loved this movie,0,2020-04-18T13:05:43Z,0,2,story and plot,2
j3DuONZb3Ik,they needed someone with a spiritual link to a coexisting relative to transmit it through the time bending thing they are the humans from the colony started by shuttle that went on at least thats the only way things make sense,39,2020-06-14T22:44:19Z,0,2,story and plot,1
BHsFzDON6pA,it also stars matt damonthe fucking martian,0,2017-07-15T05:54:37Z,0,1,acting and performances,0
j3DuONZb3Ik,i never watch movies in theatres twice i did for this one,10,2020-03-09T16:25:35Z,1,1,acting and performances,0
j3DuONZb3Ik,easy to understand stupid movie is what it is bad overacting and lame droning music,0,2022-10-20T19:49:41Z,0,1,music and soundtrack,0
qhW1HfSuPVQ,god damn this video is unrelentingly good,4,2021-02-18T16:13:30Z,0,3,ending,2
qhW1HfSuPVQ,this is actually a great video,0,2020-09-01T15:31:10Z,0,3,music and soundtrack,2
BHsFzDON6pA,agreed a true opus,0,2016-02-25T17:43:01Z,1,0,music and soundtrack,2
qhW1HfSuPVQ,jshaw warning lots of text to follow well that would be the unknown portion that no theory hascan explain we know humans were dangerously close to extinction in our time and we know that humans of the future graduated to a higher plane of existence but thats all we know how they attained godlike powers is anyones guess i only propose that instead of d humans being earth born which causes a huge paradox that they were space colonists i have no hypothesis for how they evolved im sure given enough time the scientific method would yield great results maybe given enough time all organisms could unlock the secrets of the cosmos and level up to dimensions above our the reasoning for my colonist hypothesis is it seems to not cause an infinite loop paradox i thought it was almost an oversight how they shoehorned a second clip at the very end of the movie showing brand in the process of colonizing her planet i felt the short clip was delivered in such a way as to hint to the possibility that cooper wasnt the only hero it not only seems to resolve the paradox but also promotes brands character to actually being central to the overall story i think it was a deliberate decision to not focus on brand after the black hole scene to make the audience forget the colonists and focus on cooper for the express purpose of a semiopen ended story this is why i love movies like this the usual suspects the thirteenth floor blade runner any kubrick film etc because they drop hints that point to one possible logical conclusion but never actually divulge the truth it sparks all kinds of great debates and ideas that live in our minds long after the end credits i liked the movie when i saw it but after contemplating possible answers to the paradox i can say i now love this movie,55,2014-11-18T16:59:22Z,1,2,clarity and complexity,1
qhW1HfSuPVQ,this is the best sci fi movie,1,2016-07-19T05:23:07Z,0,1,science and physics,2
qhW1HfSuPVQ,id just like to say this is a very good video,0,2020-09-02T21:27:58Z,0,3,visual effects and CGI,2
qhW1HfSuPVQ,th dimension my boizz,0,2018-10-25T03:56:37Z,0,0,clarity and complexity,1
j3DuONZb3Ik,alas humanity can save both itself and the home planet by reaching for the monolith the industry it foretells in a space odyssey is about to be launched and not a bit too soon the earths benign environment will be preserved and the environments in the oneill cylinders in lagrangian orbital space will be choices made by the settlers cooper station is such a cylinder depicted by christopher nolan in saturn lagrangian orbital space and interstellar are very different stories leading to space settlement interstellar requires an exotic far off planet as earths biosphere dies doesnt require that im partial to and to keeping earth alive and kicking,1,2022-05-12T22:34:46Z,0,2,story and plot,1
qhW1HfSuPVQ,i understood it enough to cry like a bitch,0,2021-11-01T18:01:04Z,0,0,emotional impact,0
BHsFzDON6pA,the ending wasnt real people say its all in his mind before dying in the black hole,0,2020-02-05T09:02:04Z,0,2,ending,0
j3DuONZb3Ik,would love to see a part,15,2022-11-30T08:14:54Z,0,0,story and plot,2
j3DuONZb3Ik,also to this day the is the greatest movie ive seen in my life,0,2020-03-14T19:18:07Z,1,1,music and soundtrack,2
qhW1HfSuPVQ,that being said ive never done it so i cant personally confirm it what a good quote and what a good video,0,2022-10-24T14:56:17Z,0,0,story and plot,2
zSWdZVtXT7E,a space film directed by christopher nolan im sold,0,2014-05-17T02:07:38Z,0,1,music and soundtrack,1
j3DuONZb3Ik,what if they helped christopher to make interstellar,1,2022-02-21T22:08:21Z,0,2,story and plot,1
qhW1HfSuPVQ,actually everybody this is a fantastic video and he did a great job explaining it,1,2020-09-01T17:43:51Z,0,3,story and plot,2
j3DuONZb3Ik,this movie is so underrated,0,2020-03-07T02:10:25Z,0,1,ending,0
BHsFzDON6pA,yeah i think it was so dumb that murph spoiler said that he had to go back to anne hathaway she havent seen him in like years come on yeah that was the dumbest part of the movie but everything except that scene was just pure gold this movie was so good it brought tears in my eyes the first time i saw it even the second time i give this movie an a,0,2016-03-01T16:25:25Z,0,1,ending,2
j3DuONZb3Ik,im still confused what exactly did he convey thru the watch and how did that relate to the lines of dust,0,2022-11-16T19:03:42Z,0,0,story and plot,0
qhW1HfSuPVQ,this is still a terrible video years later but you tried james,1,2020-09-01T17:22:09Z,0,3,ending,0
BHsFzDON6pA,seen three times in theaters awesome piece about love time and what it means to be human,0,2017-12-22T10:38:28Z,0,1,emotional impact,2
j3DuONZb3Ik,thats what im saying,0,2020-03-24T03:00:16Z,1,0,clarity and complexity,1
BHsFzDON6pA,hi chris this is my first time watching your videos i like it subscribed,0,2014-11-23T20:13:51Z,0,3,music and soundtrack,2
j3DuONZb3Ik,this is impossible theory since there would be no future humans to help if they couldnt figure a way to communicate backthe movie failes when it complicates the story by using the th dimension library shit show comunication stunt they could have just had his daughter just stress and fight to create a booster signal and somehow comunicate with him threw the robot instantly much more believable,1,2022-05-06T09:42:46Z,0,2,story and plot,0
j3DuONZb3Ik,what was there to explain,0,2020-04-01T22:32:56Z,0,0,story and plot,1
qhW1HfSuPVQ,the space suits are just foam wrapped over their shoulders how fucking terrible hathaway looks horrid with short hair,0,2014-11-25T22:35:43Z,0,0,characters,0
j3DuONZb3Ik,i cant believe noone thumbed this up,0,2022-11-15T14:43:18Z,1,0,ending,0
zSWdZVtXT7E,i shall be watching this that is all,1,2014-05-16T17:09:40Z,0,0,directing and vision,2
qhW1HfSuPVQ,this is a really good video,0,2020-09-02T18:22:36Z,0,3,visual effects and CGI,2
qhW1HfSuPVQ,who cares this video is great,2,2020-09-01T17:43:55Z,1,3,clarity and complexity,2
j3DuONZb3Ik,i hope we get a seuqel,1,2020-03-05T17:37:08Z,0,0,characters,1
zSWdZVtXT7E,is that girl who played as reneesensesamee in twillight,0,2014-05-19T14:35:33Z,0,1,acting and performances,1
j3DuONZb3Ik,a little late on this explanation lol even though i knew all of this already i still enjoyed watching this good job guys,0,2020-05-07T16:34:15Z,0,0,directing and vision,2
zSWdZVtXT7E,so its a cross between children of men and,0,2014-05-18T05:28:47Z,0,0,story and plot,1
j3DuONZb3Ik,very interesting long movie,0,2021-09-20T05:57:27Z,0,1,ending,2
j3DuONZb3Ik,i think man kind could use some interstellar caliber miraclehope right now,0,2020-03-23T03:41:05Z,0,2,science and physics,1
BHsFzDON6pA,i hated the ending,0,2019-02-13T15:34:59Z,0,1,ending,0
j3DuONZb3Ik,that does make sense but how would the other life form come to be exactly like humans,0,2021-07-08T16:31:40Z,1,2,story and plot,1
zSWdZVtXT7E,its good to see someone finally following in dr arroways footsteps they did say wed take another in time,0,2014-05-19T04:13:19Z,0,0,ending,2
qhW1HfSuPVQ,what is the data cooper transferred through second hand of clock to murph,0,2019-05-28T19:52:52Z,0,2,directing and vision,1
j3DuONZb3Ik,who or what are those mysterious forces why are they on the earthlings side what is their profit in the earthlings survival,0,2020-04-21T16:41:07Z,0,2,story and plot,1
j3DuONZb3Ik,this is the craziest movie ive come across in years,0,2022-07-22T04:08:06Z,0,1,ending,0
j3DuONZb3Ik,bigfootinv i did but its a relevant question,0,2021-07-31T06:37:37Z,1,0,ending,1
j3DuONZb3Ik,the movie was as good as space,2,2020-03-18T13:57:04Z,0,1,ending,2
j3DuONZb3Ik,when we going to see part,0,2021-09-27T03:22:52Z,0,0,ending,1
qhW1HfSuPVQ,wow this is a really good video maaaan,0,2020-09-01T14:22:12Z,0,3,visual effects and CGI,2
j3DuONZb3Ik,why was the station where cooper saw murph already as an old lady rounded i mean it was like circular,0,2022-08-08T05:58:23Z,0,2,directing and vision,1
j3DuONZb3Ik,its crazy once i realized edmunds planet was livable i knew a main theme for this movie was human intuition not to mention murphys relationship with cooper i mean he just knew his love would save them all and brand felt her love and some sort of intuition above all pushing her to want to go to edmunds planet i mean crazy humanity is so complex you have characters who are strong mature and emotionally intelligent human beings who have reached this level of intuition its truly a sixth sense and we all have it,0,2020-05-11T16:15:49Z,0,1,story and plot,2
zSWdZVtXT7E,god this trailer made me tear a bit while watching it and i blame it for matthew mcconaugheys brilliant acting cant wait to see it on imax screens,8,2014-10-24T15:38:32Z,0,1,visual effects and CGI,2
BHsFzDON6pA,the main problem with the script and people complaining about technical science mumbo jumbo talk like nostalgia critic said is simply because nolan wanted to remain true to physics it is extremely difficult to get across science concepts much less advanced science complex of black holes to sound interesting and not speak technical stuff scientists engineers and astrophysicists are the ones whom will get the most out of this movie others not as much just like if you grew up with dinosaurs you would appreciate jurassic park more,0,2015-02-04T16:35:01Z,0,1,science and physics,0
j3DuONZb3Ik,how did humans create the wormhole if without the wormhole humanity would have died in years there had to be they or they would have never made it to the other galaxy and to the black hole to change affect the past,0,2020-03-10T18:58:16Z,0,2,ending,0
qhW1HfSuPVQ,actually this is a really good video,0,2022-03-30T06:17:06Z,1,3,visual effects and CGI,2
zSWdZVtXT7E,well that is fine as far as it goes still there is zero evidence that the earth is dying and that is a valid reason to be annoyed at that continuously perpetuated myth climate change has been going on for billions of years and it isnt about to stop we humans definitely need to stop making messes but we arent killing the planet wholesale if the earth really got ticked off at us it could wipe us out and start over no biggie so to speak i just get annoyed with the humans are causing the earth to turn into a colossal desert scenario it is a myth used by certain folks to dupe the gullible with ecoguilt that doesnt mean im against clean tech but we need to do it for valid reasons not for the mythological hype,0,2014-07-01T04:46:33Z,1,2,ending,0
qhW1HfSuPVQ,hey james this is actually a very good video,5942,2020-09-01T05:24:52Z,0,3,directing and vision,2
j3DuONZb3Ik,this was literally just a synopsis of the movie and this shit is generating ad revenue,0,2020-06-19T14:51:35Z,0,1,story and plot,0
j3DuONZb3Ik,the humans in the future who have advanced capabilities to manipulate time and gravity helps the humans in the past to leave earth so that the humanity will survive if the humans in the future had not helped the humans in the past then humanity would not have suvived and humanity in the future would not have existed cooper who decided to leave earth goes back to the past timelines in the tessaract to warn cooper not to leave earth if he was successfull then the future cooper would not exist if future cooper did not exist how will past cooper not leave earth aaaaaaaaarrrrrrrrrrrggggggggggggggg,2,2024-11-27T08:08:31Z,0,2,ending,1
qhW1HfSuPVQ,you know what i think im gonna say it this is actually a very good video,0,2020-09-01T16:18:57Z,0,3,music and soundtrack,2
j3DuONZb3Ik,this movie should of had its own rating is there a rating that warns you youll watch a film over and over again,0,2020-03-21T19:32:33Z,0,1,ending,0
qhW1HfSuPVQ,i just wanted to figure out the planet where they eventually went to near the end,0,2014-12-02T06:58:59Z,0,2,ending,1
BHsFzDON6pA,your wrong a plus movie ending was fine,1,2020-01-29T09:56:40Z,0,1,ending,1
qhW1HfSuPVQ,the thing that i think should be corrected in interstellar is that the wormholes should be in the th dimension since paper folding only represents d wormholes in the d world in the d worldwormholes just have to be in d wouldnt even be a wormhole would be a teleporterball and finally time does not exist and space time cannot be warped sense by einstein nope thank you,0,2014-12-17T17:32:10Z,0,2,science and physics,1
j3DuONZb3Ik,this video does not explain the ending because its broken future humans dont need us to save them as they are already in the future in fact altering what happened would most likely kill them also cooper sent himself a message that caused him to leave so this is a paradox and breaks the story,1,2020-07-09T23:03:33Z,0,2,ending,0
j3DuONZb3Ik,its science why would you use word as miraculous,0,2022-11-12T20:01:30Z,0,2,science and physics,1
zSWdZVtXT7E,no funciona deste jeito a gravidade produzida por um buraco negro no capaz de desacelerar tanto assim o tempo na verdade o maior buraco negro que encontramos conseguia dilatar o tempo tornandoo apenas duas vezes mais lento,0,2014-05-24T08:16:17Z,1,0,music and soundtrack,1
j3DuONZb3Ik,one of the greatest movies ever made,16,2020-08-06T16:09:43Z,0,1,acting and performances,2
BHsFzDON6pA,am i the only person who hated this film i literally walked out of the cinema and never finished it,0,2017-05-13T20:52:42Z,0,1,ending,0
qhW1HfSuPVQ,actually this video is good it explained everything i was wondering about interstellar btw i came from the interstellar review,6,2020-09-01T14:25:40Z,0,2,visual effects and CGI,2
j3DuONZb3Ik,nolan is a straight psychopath his movies are always unbelievably amazing,0,2020-05-12T21:53:46Z,0,1,acting and performances,2
zSWdZVtXT7E,you cant end a movie like this with him coming back hes going to die up there no doubt spoilers yeah thats right the spoilerwarning came after the text take that bitch,1,2014-05-18T10:33:30Z,0,1,ending,0
j3DuONZb3Ik,knew it nothing new,1,2020-04-15T08:29:27Z,0,0,clarity and complexity,1
j3DuONZb3Ik,this movie was great entertaining and heartbreaking i actually understood it after my first watch,0,2020-03-09T03:57:17Z,0,1,ending,2
j3DuONZb3Ik,an amazing movie honestly,1,2020-03-25T10:33:43Z,0,1,ending,2
j3DuONZb3Ik,one of the dumber scifi films out there,0,2023-01-07T04:57:31Z,0,1,science and physics,0
j3DuONZb3Ik,also why didnt spoiler alert the best of them just wait until they lifted him away from his planet i thought he was supposed to be wicked smart he had years to figure out a plan to get off of his planet and solve professor lambeaus problems wtf,0,2024-10-17T07:56:12Z,1,2,ending,0
zSWdZVtXT7E,andyt thanks didnt realise it was from that,0,2014-05-23T14:19:00Z,1,0,ending,1
qhW1HfSuPVQ,i can understand how certain scientific parts may go over the head like using that gangsomething to slingshot both amelia and cooper but the basic plot is so very simple i dont understand how people have a hard time understanding it in fact you dont need science to understand the movie i mean who doesnt know what time in a physical state means it just means that it is like an object that can be influenced by force hence all the clues are given by cooper to murph using this physical property of time apparently it cant be influenced as much as to change it at least by cooper as intended by the advanced human beings who made this property of time possible,0,2015-03-19T03:41:38Z,0,2,science and physics,1
j3DuONZb3Ik,send antifa out there to the black hole,1,2020-08-20T20:21:55Z,0,2,science and physics,0
j3DuONZb3Ik,so this is where my logic breaks down mankind survives because of murphs discoveries right that is what made them able to leave earth to make the space colonies and eventually figure out how to manipulate spacetime but in order for that to happen they surely had to make it there without help in the first place like there has to be a branch of spacetime where mankind made it without any help what am i missing my theory is we would survive anyway just with murphs discoveries we can rescue more people is that it,0,2021-09-27T12:35:10Z,0,2,science and physics,1
j3DuONZb3Ik,the corn is too green to burn lol and couldnt they just fix earth seems its easier than wormholes and dimensional corn mazes,0,2021-09-30T00:05:48Z,0,2,visual effects and CGI,1
zSWdZVtXT7E,i really hope a good portion of the movie is in space,0,2014-05-18T04:42:15Z,0,1,ending,2
qhW1HfSuPVQ,this is actually a really good video everybody come on its great,4,2020-09-01T17:01:34Z,0,3,visual effects and CGI,2
j3DuONZb3Ik,probably the greatest movie ever made,0,2020-04-01T22:36:50Z,0,1,ending,2
BHsFzDON6pA,itsstyla sorry just to clarify are you calling a space odyssey an overrated garbage cult film,4,2017-05-15T02:09:54Z,1,1,ending,0
zSWdZVtXT7E,november well gosh damn,0,2014-05-18T02:57:56Z,0,0,ending,0
BHsFzDON6pA,i just saw the movie and i feel like its going to take a few for everybody to understand how amazing this fucking movie really is the only only two narrative issues i found were precisely what chris said about the ending its not bad nor bland but it didnt close perfectly i think its was plain good just plain good ands the other is when cooper and his daughter found out about the nasa it doesnt really work very well especially when prf brand and cooper just walk away to start explaining things it seems weird and very obvious that its meant to explain the audience whats going on but its like very in your face kind of scene other than that this movie is an a in my book loooooove it,0,2015-03-29T19:18:16Z,0,1,ending,0
j3DuONZb3Ik,im betting they are rebuilding humanity on edmunds planet if you know what i mean,61,2021-08-13T04:14:36Z,1,2,ending,1
j3DuONZb3Ik,thats the real and realistic message one should take from this movie when you eliminate all the deep complexities of the film we all die one day love each other like its your lastone day they wont be hereand regret is a big heavy feeling,0,2020-05-12T17:38:39Z,1,1,ending,2
BHsFzDON6pA,indigo quashie dr mann had been psychologically affected by isolation probably what would have happened to you if you were sent to another galaxy knowing you will never return to earth and being all alone on a cold planet for years,18,2015-10-06T08:37:14Z,1,2,emotional impact,0
j3DuONZb3Ik,acmitchell for future people to have survived to learn the secret of time and help the past they would have needed the secret of gravity taught to themselves by the future discovery of the secret of time depends on its own deployment by humans who pull themselves up by the bootstraps which is a circular timeline but assuming time is linear there would have to be some third party aliens faries etc to act on the system maybe giving people magical science powers idk which would break the loop into something linear,0,2021-02-24T23:40:09Z,1,2,science and physics,1
j3DuONZb3Ik,bit shit when yeah think about it aye,0,2020-03-09T20:55:02Z,0,0,emotional impact,0
j3DuONZb3Ik,when you tried to avoid pandemic by doing interstellar travel only to go back years later with another pandemic,2,2021-01-23T12:14:19Z,0,2,science and physics,0
zSWdZVtXT7E,this is a christopher nolan movie all the reason i need to watch it,0,2014-06-03T20:54:54Z,0,1,ending,2
BHsFzDON6pA,this movie is for lack of a better word a masterpiece a,0,2017-05-23T20:59:53Z,0,1,ending,2
zSWdZVtXT7E,if i have to i will watch the cam printi cant wait for it to come to theaters that looong,0,2014-09-27T18:43:37Z,0,1,visual effects and CGI,2
j3DuONZb3Ik,so theres blackhole in the solar system,1,2022-11-02T12:07:49Z,0,2,science and physics,1
BHsFzDON6pA,i absolutely love this movie wish more people would,0,2017-07-16T20:13:13Z,0,1,ending,2
qhW1HfSuPVQ,this is actually the best video ive ever seen on youtube,1,2020-09-02T16:10:20Z,0,3,music and soundtrack,2
zSWdZVtXT7E,christopher nolan does film making right period,0,2014-05-17T23:56:34Z,0,1,acting and performances,1
j3DuONZb3Ik,it is kind of a headscratcher especially since the gravity drive should have made it really affordable i mean cooper stole a ship and flew to edmunds practically on a whim,1,2023-08-05T22:32:24Z,1,2,directing and vision,1
zSWdZVtXT7E,damn that roar of godzilla gives me chills,0,2014-05-17T05:59:50Z,0,0,emotional impact,0
zSWdZVtXT7E,i cant take this movie seriously after hearing about holistic grazing i love science fiction that is exploratory but so far this doesnt show any exploratory science fiction,0,2014-05-16T19:20:29Z,0,1,story and plot,0
qhW1HfSuPVQ,this review is so crap and stupid,1,2015-02-19T15:14:51Z,0,0,clarity and complexity,0
qhW1HfSuPVQ,nolan mind fucks ppl with his moviesi rather watch chuck noris films,0,2015-08-06T20:17:59Z,0,1,directing and vision,0
qhW1HfSuPVQ,i so overanalyzed this movie i started to think of the grandfather paradox and that the movie has an infinite loop due to the timetravel of information through gravity thus making the question what came first the wormhole or the information send back in time xd,0,2014-11-24T22:50:42Z,0,2,ending,1
qhW1HfSuPVQ,this is actually a very good video,0,2020-09-02T15:06:24Z,0,3,visual effects and CGI,2
j3DuONZb3Ik,manazmohan tell that to disney and the star wars sequel trilogy,1,2020-03-09T17:22:25Z,1,1,ending,1
qhW1HfSuPVQ,it is a very good video actually never doubt that,1,2020-09-01T21:05:09Z,1,3,visual effects and CGI,2
j3DuONZb3Ik,i hope the heat movie companies recognize we want to be challenged smart movies will live on forever and generate plenty of revenue for you schmucks,0,2024-05-10T02:13:58Z,0,1,visual effects and CGI,1
qhW1HfSuPVQ,this is actually a great video,1,2020-11-03T23:38:13Z,1,3,music and soundtrack,2
zSWdZVtXT7E,christopher nolans alpha centauribeyond earth,0,2014-05-17T09:02:19Z,0,2,science and physics,1
j3DuONZb3Ik,yep still doesnt make sense thank you,0,2020-10-14T20:13:36Z,0,0,directing and vision,0
